NOM_POBLAD,hosp_in_10km
AGRARIO DE SHIMBILLO,0
PUNTO ALEGRE,0
ALFONSO UGARTE I ZONA,0
SHAPAJA,0
SAN JUAN,0
NUEVO SAN JUAN,0
KATIRENTZA,0
PANINTZA,0
SHINKATA,0
SANTA CRUZ,0
SARGENTO PUÑO,0
BRASILIA,0
TRIUNFO,0
NUEVO PROGRESO,0
NUEVA ALEGRIA,0
INCA ROCA,0
SEKUNTSA,0
CHURUNTZA,0
NAYUNENTZA,0
WAMPINTZA,0
TSUVATENTSA,0
SHICHUYACU,0
HUJIN,0
WASHIENTSA,0
HUAGRAMONA,0
SIYON,0
CHINTO,0
HUISUN,0
NARANJAL (PASTAZA),0
RUBINA,0
SHANSHOCOCHA,0
NUEVO PERU,0
BETEL,0
SIHUIN,0
NUEVO BELEN,0
CHUINTAR,0
PUERTO GALILEA,0
SABALOYACU,0
NUEVO SOPLIN,0
COCHA PURAHUA,0
KUYUNTZA,0
ALIANZA CRISTIANA,0
FUNDO RAMIRITO,0
SAN JUAN DE MANCHARI,0
ANATICO,0
INTUTO,0
PAICHE PLAYA,0
PAMPA HERMOSA,0
28 DE JULIO,0
ALFONSO UGARTE,0
PROVIDENCIA,0
PAMPA HERMOSA,0
PIJUAYAL,0
VALENCIA,0
SANTA ROSA,0
SION,0
PLANTANAYACU,0
SAN JOSE DE NUEVA ESPERANZA,0
SAN RAMON,0
DOS DE MAYO,0
PUCACURO,0
15 DE OCTUBRE,0
TANGARANA,0
VILLA SANTA ROSA,0
OJEAL 1 DE OCTUBRE,0
PEBAS,0
ANCON,0
BRILLA NUEVA,0
NUEVO PERU,0
TIERRA FIRME,0
PUERTO ISANGO,0
NUEVA ESPERANZA,0
SABALILLO,0
HUITOTOS DE ESTIRON,0
HUITOTOS DE PUCAURQUILLO,0
BORAS DE PUCAURQUILLO,0
MANGUAL,0
SAN JOSE DE PIRI,0
SANTA LUCIA DE PRO,0
PIJUAYAL,0
BETANIA,0
SANTA JULIA,0
NUEVA PRIMAVERA,0
NUEVO PROGRESO,0
ATAHUALPA,0
NUEVO PEBAS,0
SANTA LUCIA DE PREFECTO,0
CUICA,0
SAN MATEO,0
PUERTO RICO DE BARRANQUILLA,0
SAN PEDRO DE SHISHITA,0
FERNANDO LORES DE CHAMBIRILLO,0
APAYACU,0
SHISHITILLO,0
PALOMETA,0
NUEVO ORIENTE,0
SAN MARTIN DE PORRAS,0
SANTA ISABEL DE CHAMBIRA,0
ESTRECHO DE MAGALLANES,0
PALOMETILLO,0
NUEVO JARDIN,0
ZANCUDO,0
TRIUNFO,0
HUANTA,0
CUSUIME,0
SHINGUITO,0
BORBAR,0
PIJUAYAL,0
HUASHINTSA,0
CURUHUARA,0
ZANCUDO,0
CHACRANUEVO,0
BOCA YACUMAMA,0
YACUMAMA,0
CASHAYACU,0
MAIZAL,0
TUNCHIPLAYA,0
PUERTO TRIUNFO,0
PATRIA NUEVA,0
BOLOGNESI,0
PAVAYACU,0
NUEVO ESPERANZA,0
LIBERTAD,0
TUTA PHISCO,0
NUEVA ESPERANZA,0
JERUSALEN,0
CONCORDIA,0
TASHILLO COCHA,0
NAZARILLO,0
CHAMBIRA,0
MATIAS,0
ESTIRON,0
PORVENIR,0
BUENA VISTA,0
NAZARETH,0
CUSCO,0
CAMPESINO,0
SANTA TERESA,0
PREFECTO,0
CUMBE,0
BOCA PAVAYACU,0
TARMA,0
PACAURQUILLO,0
ESTIRON,0
EL SOL,0
JUANCHO PLAYA,0
PUN,0
TIPISHCA,0
BUENOS AIRES,0
PROVEEDORA,0
CEMENTERIO,0
VARADERO,0
EL FINAL,0
NUEVO SAN ANTONIO DE LANCHA POZA,0
HUITOTOS DE FORTALEZA,0
HUIRIRIMA,0
SAN LORENZO,0
SANTA ELISA,0
SAN ROQUE,0
SAN JUAN DE YANAYACU,0
PUERTO ARICA,0
PUERTO ALEGRE,0
LAGARTO COCHA,0
NINAYACU,0
MORON ISLA,0
NUEVA VIDA,0
PUCA BARRANCA,0
NUEVA ARGELIA,0
CRUZ DE PLATA,0
BERLIN,0
SAN LUIS DE TACSHA CURARAY,0
SANTA MARIA DE LORETO,0
SANTA TERESA,0
NUEVA CHAMBIRA,0
BELLAVISTA,0
VENCEDORES DE ZAPOTE,0
PUERTO HUAMAN,0
SAN FELIPE,0
PALETA,0
ESPERANZA,0
HUITOTOS DE NEGRO URCO,0
LIBERTAD,0
NUEVA ANTIOQUIA,0
NUEVA UNION,0
SAN FRANCISCO DE PINSHA,0
SAN PABLO DE TOTOLLA,0
SAN MARTIN LIBERTADOR,0
HUAPAPA,0
PRIMAVERA,0
SANTA ROSA,0
EL ALAMO,0
SITULLI,0
YANKUTICH,0
P.V. SOLDADO VARGAS GUERRA,0
ANDOAS,0
NUEVO ANDOAS,0
P.V. BOBONAZA,0
P.V. ESPIRITU SANTO,0
P.V. SOLDADO LUNA,0
P.V. TENIENTE YAÑEZ,0
AIMENTZA,0
P.V. TUNIGRAMA,0
TITIYACU,0
CHECHERTA,0
WAYUSENTZA,0
PURANCHIN,0
WASUM,0
NUEVO PORVENIR,0
LOS JARDINES,0
SANCHIC,0
CAPITAN BEZADA,0
NUEVA ALIANZA TOPAL,0
ALIANZA CAPAHUARI,0
TUKUP,0
UWINTSA,0
PAÑAYACU,0
SAN JUAN,0
VISTA ALEGRE,0
TENIENTE RUIZ,0
LAMASTIPISHCA,0
JOSE OLAYA,0
TENIENTE CESAR LOPEZ ROJAS,0
NUEVA JERUSALEN,0
ANTIOQUIA,0
SAUKI,0
NUEVO PORVENIR,0
SANTA ROSA DE CAUCHILLO,0
SAN FERNANDO,0
SAN RAFAEL,0
LIBERTAD,0
MUCHA VISTA,0
SOLEDAD,0
SHAPAJAL,0
BUENA VISTA,0
MACHIN POZA,0
EL CRUCE,0
TRAZADERO,0
HUAYURI NORTE,0
HUAYURI ESTE,0
HUAYURI SUR,0
HUAYURI,0
SHIVIYACU SUR ESTE,0
JIBARO NOROESTE,0
JIBARO,0
JIBARITO,0
DORISSA SUR ESTE,0
PUESTO MACUSARI,0
CAPAHUARI NORTE,0
CAPAHUARI SUR,0
TAMBO ESTE,0
TAMBO,0
SOLDADO BARTRA,0
MARSHALL,0
YANAQUILLO,0
LOROCACHI,0
MOLINO POZA,0
POZA TIGRE,0
SAN ANTONIO,0
ROSABANCO,0
MARINA,0
SAN CARLOS,0
FORTALEZA,0
ARABELA,0
PUERTO,0
PUERTO NAPO,0
COPAL URCO,0
NUEVA CHORRERA,0
RACAMANA,0
AGUILA,0
CORRIENTILLO,0
ORIENTE,0
SANTA CLOTILDE,0
SUNULLACTA,0
RUMI TUNI,0
SHAPAJAL,0
PUCAYACU,0
SAN CARLOS,0
PUERTO AURORA,0
BUENAVISTA,0
FLOR DE COCO,0
BOLIVAR,0
MONTE VERDE,0
SANTA ELENA,0
NUEVO LIBERTADOR,0
SAN FERNANDO,0
SOLEDAD,0
NUEVA TIPISHCA,0
NUEVA YARINA,0
MUCHA VISTA,0
VISTA HERMOSA,0
SANTA MARIA,0
NUEVA LIBERTAD,0
SAN RAFAEL,0
SUMALLPA,0
COPAL YACU,0
COPAL URCO,0
NUEVO DEFENSOR,0
CURARAY,0
RANGO ISLA,0
ISLA YARINA,0
PATRIA NUEVA,0
SAN JORGE,0
QUECHUA DE ARGENTINA,0
DIAMANTE AZUL,0
SARGENTO LORES,0
NUEVO SAN PEDRO,0
PORVENIR DE INAYUGA,0
NUEVO SAN JOSE,0
SAN ANTONIO DEL ESTRECHO,0
PUERTO SOLEDAD,0
NUEVO VENECIA,0
PUERTO LIMON,0
SAN SALVADOR,0
ERE,0
SAN FRANCISCO DE ERE,0
PUERTO ALEGRE,0
OCHO DE DICIEMBRE,0
SANTA LUCIA,0
FLOR DE AGOSTO,0
ROCA FUERTE,0
BAGAZAN,0
SIETE DE MAYO,0
SOL RIO,0
PUERTO ELVIRA,0
COSTA AZUL,0
BUEN JARDIN,0
NUEVO PORVENIR,0
NUEVO PERU,0
NUEVO PROGRESO,0
PUERTO MILAGRO,0
SANTA ROSA,0
SAN PEDRO,0
ESPERANZA,0
SAN JUAN DE FLORIDA,0
SIETE DE AGOSTO,0
PUNCHANA,0
NUEVA BOBONA,0
BUFEO,0
PUERTO FRANCO,0
PESQUERIA,0
BETANIA,0
REMANSO,0
CORBATA,0
CURINGA,0
PUERTO NUEVO,0
TRES ESQUINAS,0
12 DE OCTUBRE,0
MARSELLA,0
ANDRES AVELINO CACERES,0
NUEVO CANAAN,0
P.V. CUNAMBO,0
P.V. A1,0
SANTO DOMINGO,0
SAN MARTÍN DE SOLEDAD,0
ELVIRA,0
BELLAVISTA,0
CARMEN,0
PASTO,0
SIETE DE JUNIO,0
NUEVA VALENCIA,0
SANTA TERESA,0
NUEVA LIBERTAD,0
SAN PEDRO,0
FORESTAL SUR,0
FORESTAL,0
SINVIYACU NORESTE,0
CARMEN,0
SAN JACINTO,0
CAHUIDE,0
BARTRA,0
BASE MARSELLA,0
PILAR,0
SHIVIYACU,0
SAN RAFAEL,0
LAGARTO,0
TREINTA DE AGOSTO,0
ICAHUATE,0
ULTIMO RETIRO,0
RECREO,0
PIEDRAS,0
TUPUNILLO,0
PUERTO RICO,0
BOYACA,0
DOS DE MAYO,0
TENIENTE BERGGERIE,0
IGARAPARANA,0
MIRAFLORES,0
PUERTO ACHIN,0
PUERTO PERU,0
PUERTO ARTURO,0
CHORRO QUEBRADA,0
SAN JUAN,0
HUMANDI,0
ANGOTEROS,0
CAMUNGUY,0
SAMUNA BULA,0
AUSHIRI,0
PAULA COCHA,0
CAMPO SERIO,0
INGANO LLACTA,0
PUERTO ELVIRA,0
PUERTO MELENDEZ,0
SANTA  MERCEDES,0
CAMPUYA,0
BELLAVISTA,0
VILLA LUISA,0
SAN MARTÍN,0
EL PEDREGAL,0
ALEMAN,0
BUENAVISTA VIEJO,0
ATALAYA,0
SAN MARTIN,0
URCO COCHA (MIRAÑO),0
BELLAVISTA,0
NUEVO YUBINETO,0
ANEXO JERUSALEN,0
NUEVA JERUSALEN,0
NUEVO ESPEJO,0
LORES,0
FLORIDA,0
YABUYANOS,0
TODO LOS SANTOS,0
CEDRITO,0
BURA,0
ATALAYA,0
SEGUNDO SAN JUAN,0
SAN JUAN DE MIRAFLORES,0
TORRES CAUSANA,0
VENCEDORES,0
GUAJOYA,0
ESTIRON,0
URPI ISLA,0
PINTUYACU,0
YARINA LLACTA,0
TUPAC AMARU,0
TEMPESTAD,0
CHINGANA,0
SANTA MARIA DE ANGOTERO,0
SANTA MARÍA,0
PUERTO HERMOZA,0
YARICAYA,0
PUERTO ARGELIA,0
IPIRANGA,0
PUERTO PALESTINA (VICTORIA),0
MASHUNTA,0
NUEVO BELEN,0
NUEVA ANGUSILLA,0
SANTA RITA,0
PANTOJA,0
ISANGO,0
VENTURA,0
NUEVA ESPERANZA,0
PUERTO  YUBINETO,0
CLAVERO,0
CASTAÑA,0
SIETE,0
AGUARICO,0
YASUNI,0
ARCADIA,0
PACORA,0
ANGUSILLA,0
PUERTO PROVIDENCIA,0
TENIENTE GARCIA,0
CABO REYES,0
NUEVO PERU,0
GUEPPI,0
TRES FRONTERAS,0
PUERTO LIBERTAD,0
FUNDO JONAS HUAYANAY,0
PUERTO LUPITA,0
SARGENTO TEJADA,0
MIRAFLORES,0
NUEVO PENELLA,0
SANTA TERESA,0
PENEITA,0
SOPLIN VARGAS,0
PUERTO VELIZ,0
LA YARUMOSA,0
PV. CABO MINACHO,0
SANTA ROSA,0
LIBERTAD,0
PUERTO PERU,0
CONSTANCIA,0
ZUÑIGA,0
COLMENA,0
FIRMEZA,0
AGUAS NEGRAS,0
TAMBO NUEVO,0
ANGUSILLA,0
PUERTO ISLANDIA,0
SAN GERONIMO,0
PAOYHAN,0
NUEVA SOLEDAD,0
NUEVO PALESTINA,0
NUEVO JERUSALEN,0
NUEVO NAZARET,0
NUEVA CUNSHAMAY,0
NUEVA GALILEA,0
SANTA ROSA DE PISQUI,0
FRAY MARTIN DE PISQUI,0
NUEVO AMANECER,0
MONTE DE CION,0
NUEVO SAN ROQUE,0
SAN JUAN DE CHIATIPISHCA,0
PLAYA HERMOSA,0
SANTA ROSA CHIATIPISHCA,0
UNION GILBOA,0
NUEVO LIBERTADOR,0
ALTO CONTAMANA,0
CONTAMANILLO,0
CANAAN DE CACHIYACU,0
SANGAMAYO,0
SAN MARTIN DE CHIATIPISHCA,0
PAMPAS DEL INCA,0
THAITI,0
NUEVO PICOTA,0
LA CONQUISTA,0
NUEVO ALAN,0
ISOLAYA,0
NUEVO MILAGRITOS,0
ALFREDO VARGAS GUERRA,0
ALTO PERILLO,0
MONTE DE LOS OLIVOS,0
SANTA ROSA DE PIROCOCHA,0
ISLA BAÑOS,0
NUEVO ENCANTO SUNI,0
FUNDO BARILLAL,0
SAN FERNANDO,0
SAN JOSE DE INSAYA,0
SAN FRANCISCO DE SARAYAQUILLO,0
2 HERMANOS,0
PUERTO LIBRE,0
BOCA DE CATALINA,0
SANTA TERESA,0
NUEVO AYPENA,0
YAHUARANGO,0
POBRE ALEGRE,0
SAN JUAN DE TIERRA BLANCA,0
VICTOR RAUL HAYA DE LA TORRE,0
NUEVO CAPANAHUA,0
EL LOBO,0
SAN JUAN DE CUMACEBA,0
NUEVA FLORIDA,0
NUEVO MARANATA,0
NUEVO LUCERO,0
NUEVO CAJAMARCA,0
FRONTERA YARINA TOPAL,0
WICUNGO,0
NEW YORK,0
DOS DE ABRIL,0
MONTE BELLO,0
BUENA VISTA,0
PUERTO BOLIVIA,0
PUERTO LIBERTAD,0
SAN JOSE DE VARADERO,0
NUEVO TIWINZA,0
CHORILLOS,0
NUEVO MORALES,0
13 DE ENERO,0
NUEVA PRIMAVERA,0
NUEVO PORVENIR,0
PAINACO,0
BELLA SELVA,0
PASTIZAL,0
CANCHA LAGUA,0
NUEVO SAN JUAN DE LA LIBERTAD,0
SAN MIGUEL DE SONAPI,0
LA PEDRERA,0
LOUIS TERRY,0
ENCANTO SIUCA CAÑO,0
NUEVO SAN JOSE,0
PUERTO ALEGRE,0
CENTRO CHAMBIRA,0
NUEVA SARAMIRIZA,0
BUENAS LOMAS NUEVA,0
SAN RAFAEL,0
SANTALUCIA,0
ALTO MOHENA (ALTO MOENA),0
PATRIA NUEVA,0
NUEVO SANTA CRUZ,0
CANOA PUERTO (CACHIPUERTO),0
SORRAPA,0
ZAPAPATILLA I ZONA,0
SAN HILARION,0
ARENALES,0
UNION CAMPESINA LOS TIGRES,0
ZAPATILLA II ZONA,0
ZAPATO YACU,0
NUEVO SANTA CRUZ,0
NUEVO CACHIYACU (PINTUYACU),0
SANTA ROSA I,0
CAMPO FLORIDO,0
SAN MIGUEL DE SHITARI,0
SAN JUAN DE CURIYACU,0
SAN MARTIN DE PIURI ISLA,0
ALTO CURIYACU,0
SANTA ISABEL,0
WANIP,0
ROSA DE AMERICA,0
QUINCE DE JULIO,0
NUEVO MIRAFLORES,0
DOS OLIVOS,0
SHEVONAL,0
UNION CAMPESINA DE SHISHI,0
SAN JUAN DE SHISHINAHUA,0
MARONA,0
SANTA ROSA DE SHISHINAHUA,0
NUEVO CHAZUTA,0
SAN JOSE DE SHISHINAHUA,0
ISLA DEL GALLO,0
PERLA DE CAMUNGUY,0
VISTA ALEGRE II ZONA,0
JOSE A QUIÑONEZ,0
PACHACUTEC,0
LAGO SAN MARCOS,0
PUERTO IBERIA,0
ACHU,0
SAN PEDRO DE CHINGANA,0
AGUA BLANCA,0
SAN ANTONIO VIEJO,0
SAN MIGUEL,0
HUITOYACU,0
NUEVO LIBERAL,0
NUEVO ESTIRON,0
SELVA ALEGRE,0
SANTA ANITA DE SAYARACU,0
RAYAYACU,0
2 DE MAYO,0
NUEVO ENCANTO,0
LAS PALMAS,0
VILLA BUEN JESUS DE PAZ,0
PONGO,0
NUEVO REQUENA,0
NUEVA ESPERANZA DE YURAYACU,0
UNION CHALLUANA,0
KAUPAN,0
NUEVO SAN PEDRO DE OCUMBE,0
KAWIT,0
JOSE OLAYA,0
SAN ANTONIO DEL SILLAY,0
SAN RAMON DEL SINAR,0
PAUCARYACU,0
SAN JUAN DE CALLAMPAYACU,0
NUEVO SALVADOR,0
SANTA CLARA,0
NUEVO ALIANZA,0
SACHAVACA,0
BELLALOMA,0
NUEVO SARAMIRIZA,0
NUEVO TRIUNFO,0
MIRAFLORES,0
NAYUGA,0
OCHO DE OCTUBRE,0
SANTA MARIA DE CAHUAPANAS,0
PUERTO LIMON,0
NUEVA JORDANIA,0
AVANZADA PROGRESO (NARANJAL),0
NAYUMPIM,0
SAN JUAN DE SAPU YACU,0
SAN PEDRO DE YANAYAQUILLO,0
SAN MATEO,0
NUEVO ZAPOTE,0
CHOPILOMA,0
FRAY MARTIN (LA FINCA),0
SAN FRANCISO DE ALGODONAL,0
NUEVO GUEPI,0
WAWAJIN,0
NUEVO KUPIT,0
NUEVA ESPERANZA,0
SAN MIGUEL DE EUREKA,0
NUEVO CURAHUAYTILLO,0
NUEVO PONGO,0
NUEVO PARAISO,0
NUEVO SAN JOSE,0
LA ODISEA,0
HACHAPOZA,0
SAN JOSE DE SALVATIERRA,0
NARANJAL MARAÑON,0
SANTA MARTHA MARAÑON,0
HUASCAR,0
NUEVO CARIBE,0
SANTA ISABEL DEL MARAÑON,0
PALPAS,0
NUEVO SAN GABRIEL,0
VITARTE,0
ROMPEO DE LOS ANGELES,0
SAN JORGE,0
INDUSTRIAL (PUERTO INDUSTRIAL),0
SAN JUAN DE MOJARAYACU,0
ONCE DE AGOSTO,0
MONTERRICO,0
SANTA ROSA DE ARIPARI,0
VISTA ALEGRE,0
NUEVA ISLANDIA,0
YANALLPA (SANTA CRUZ DE YANALLPA),0
SACHAPAPA,0
SANTANA,0
CHANCHAMAY0,0
BOCA CAHUAPANAS,0
TUPAC AMARU,0
PADRE GINER (NUEVO PADRE NICOLAS GINER GOMEZ),0
3 DE AGOSTO,0
PUESTO RESBALON,0
SAN FRANCISCO,0
CUNINICO,0
SAN ANTONIO,0
GALLITO,0
NUEVA ALIANZA,0
MAYPUCO,0
06 DE MAYO,0
TIGRE PLAYA NUEVO,0
NUEVA SANTA ROSA DEL MARAÑON,0
NUEVO SANTA ROSA,0
YARINA,0
NUEVA ESPERANZA,0
SANTA TERESA,0
URARINAS,0
SEIS DE JULIO,0
AREQUIPA,0
SAN PEDRO,0
NUEVA CALIFORNIA,0
BOLIVAR,0
SANTA ROSA DE SABALO,0
SAN MARTIN DEL TIPISHCA,0
NUEVO PROGRESO II,0
SAN JUAN DEL SABALO,0
SARAMURILLO,0
CAFETAL,0
NUEVA ARICA,0
NUEVO PROGRESO,0
NUEVA ELMIRA,0
JUAN VELASCO ALVARADO,0
ALFONSO UGARTE,0
JUNIN DE PAVA YACU,0
SANTANDER,0
CALIFORNIA,0
CAIMITUYO,0
LEONCIO PRADO,0
NACACUY,0
28 DE JULIO,0
TRIUNFO,0
BERLIN,0
NUEVO SAN JUAN,0
BUENOS AIRES,0
SAN JOSE DE SAMIRIA,0
NUEVO PERU,0
SHAPAJILLA,0
UNHURAHUI (TRUENO),0
NUEVA FORTUNA,0
20 DE ENERO,0
BUENOS AIRES,0
REFORMA,0
SAN MIGUEL,0
HUALLPA ISLA,0
PUERTO AMERICA,0
SAN MIGUEL,0
PUERTO AUXILIO,0
SANTA CLARA,0
VICTORIA,0
SANTO DOMINGO,0
BELLO HORIZONTE,0
TIBI PLAYA II ZONA,0
SANTA ROSA,0
SANTA RITA DE CASTILLA,0
18 DE JULIO,0
MUNDIAL,0
LAS MALVINAS,0
NUEVO SAN ISIDRO,0
EL SOL,0
PEÑA NEGRA,0
CHOTE,0
SAN GABRIEL,0
SAN ENRIQUE,0
CALIFORNIA,0
TANGARANA,0
NUEVA SANTA ROSA,0
YANUM,0
LAS PALMAS,0
OLLANTA,0
NUEVA UNION,0
PUERTO MIGUEL,0
BAGAZAN,0
6 DE SETIEMBRE,0
2 DE MAYO,0
SAN JORGE,0
SETENTA,0
PUERTO PERU,0
SAN PEDRO (2 ZONA),0
SANTA FE,0
FIRMEZA,0
JOSE OLAYA,0
NUEVO SAN JUAN,0
ATENAS,0
SAN PEDRO (1 ZONA),0
SUCRE,0
SARGENTO ELMER PACAYA,0
NUEVA ALIANZA,0
ACCION POPULAR,0
SANTA ISABEL DE YUMBATURO,0
LUPUNAYO,0
PINTUYACU,0
NUEVE DE OCTUBRE,0
SANTA RITA DE FLORIDA,0
PARINARI,0
NUEVO ISRAEL,0
VILLA LUCERNA,0
SAN JOSE DE PARINARI,0
PUERTO GAMITANA,0
GRAN PUNTA,0
NUEVA UNION,0
VILLA CRISTIANA,0
SAN RAMON,0
23 DE JUNIO,0
SAN JUAN DE LAGUNILLAS,0
VILLA NUEVO BELEN,0
BUEN PASTOR,0
BUENA VISTA JERUSALEN,0
ROCA FUERTE,0
SAN ANTONIO DE BANCAL,0
SAN MARTIN,0
SUWAENTSA,0
VILLA CANAAN,0
SAN JOSE DE SARAPANGA,0
NUEVO BARRANCA,0
BAGAZAN,0
CONCORDIA,0
VILLA NUEVO CRUZADORES,0
NUEVO PROGRESO,0
LIBERTAD DE CHOROYACU,0
NUEVO CAMITO,0
SAN JUAN DE PAVAYACU,0
SAN JACINTO,0
VILLA BUEN FIN,0
7 DE JUNIO YURICA,0
GUINEAL,0
SAN REGIS,0
QUINCHO COCHA,0
BELLO HORIZONTE,0
SAN ANTONIO,0
NUEVO MIRAFLORES,0
ALIANZA,0
NUEVA PARAGUA POZA,0
MONTE ALEGRE,0
NUEVA ALIANZA,0
KUJI,0
PALIZADA,0
SANTA ROSA DE LAGARTO,0
LISBOA,0
NUEVO SAN LUIS,0
SOLTERITOS,0
MIRAFLORES,0
VILLA BUENA VIDA (NUEVA VIDA),0
PUERTO ALEGRIA,0
PAMPA CAÑO,0
ESPARTA,0
TUPAC AMARU II,0
PUERTO ORLANDO,0
LORETO (NUEVO LORETO),0
SAN ROQUE,0
7 DE JUNIO,0
AYAHUASCA,0
NUEVO NAZARET,0
SHIMPI,0
NAUTA,0
SAN IGNACIO,0
SAN FRANCISCO DEL CHOROY ACU,0
MUSAKARUSHA,0
BANCO,0
PAYOROTE,0
SAN JUAN DE ABEJAICO,0
GRAU,0
SANTA CRUZ,0
IQUITOS QUEBRADA,0
PUERTO PRADO,0
AMAZONAS,0
PANDORA,0
PAÑA POZA,0
NUEVA CONQUISTA,0
HIPOLITO UNANUE,0
SAN FRANCISCO,0
NUEVA UNION,0
PUERTO ANGARA,0
NUEVO PORVENIR,0
NUEVO ALEGRIA,0
EL CERRO,0
TAPASHICOCHA,0
1 DE FEBRERO,0
NUEVA YORK,0
DOMINGO COCHA,0
BETSAIDA,0
VIEJO MAMBOYACU,0
SANTA BEATRIZ,0
SANTA MARIA DE FATIMA,0
SANTA CARMELA,0
28 DE JULIO,0
28 DE JULIO,0
SAN RAFAEL DE TAPIRILLO,0
FOLI MONTE DE LOS OLIVOS,0
SANTA CRUZ DE TAGUAL,0
TIERRA PROMETIDA,0
SANTA EMILIA,0
NUEVO MUNDO,0
VICTOR RAUL,0
NUEVO SAN JUAN,0
SAN JUAN DE PURITANIA,0
MACAHUA,0
NUEVA ANGORA,0
PUERTO RICO,0
CURUHUINSI,0
TUCAN,0
SAN PEDRO,0
MONTEVERDE,0
1 DE MAYO,0
SAN LORENZO,0
SAN PEDRO DEL BLANCO,0
DIAMANTE Y 7 DE JUNIO,0
BAYA YACU,0
VILLA PUERTO CRUZ,0
DOS DE MAYO,0
HAUWAY,0
BUENA UNION,0
SUMBACHICOCHA,0
ARIQUIO,0
SAN JOAQUIN DE OMAGUAS,0
SANTA TERESA,0
SAN FERNANDO,0
SAN JUAN DE RAMON CASTILLA,0
NUEVA ESPERANZA,0
HIFCO,0
SAN PEDRO DEL AMAZONAS,0
CAYMITUYO,0
NUEVO AMOR FINO,0
FRANCISCO MORALES BERMUDEZ,0
PIJUAYAL,0
EL PORVENIR I ZONA,0
28 DE JULIO,0
CHARAPA COCHA,0
TUCUNARE,0
RONDIÑA III ZONA,0
RONDIÑA II ZONA,0
HUAMPANA,0
HUASCAR,0
RONDIÑA I ZONA,0
ALBERTO FUJIMORI,0
NUEVA AMERICA,0
12 DE OCTUBRE,0
CHUINDA COCHA,0
CENTRO YACAPANA,0
AGUA BLANCA,0
IHUAQUICOCHA,0
12 DE ABRIL,0
YACAPANA II ZONA,0
LAS PETROLERAS,0
KASPA COCHA,0
YACAPANA I ZONA,0
SAN MARTIN II ZONA,0
CAPIRONA,0
TAPIRA NUEVO I ZONA,0
LOS CEDROS,0
PIONERO,0
CANAAN DE LA ESPERANZA,0
VARADERO DE OMAGUAS,0
CIUDAD SALTELITE,0
PUERTO BARRANQUILLO,0
SANTA ROSA DE SIAMBA,0
SANTA CRUZ,0
BELLAVISTA,0
HABANA,0
NUEVO JERUSALEN,0
10 DE OCTUBRE II ZONA,0
NUEVA ESPERANZA DE MONGUBA,0
SANTA TERESA II ZONA,0
SANTA TERESA I ZONA,0
SANTA ANA II ZONA,0
SIMON RIVERA,0
VILLA MONTE SINAI,0
10 DE OCTUBRE I ZONA,0
SAN JOSE DE AMAZONAS,0
SANTA ROSA DE AIRICO,0
TANGAMA,0
NUEVO JERUSALEN DE ERENE,0
PUERTO ALEGRIA,0
JUSTICIA II ZONA,0
JUSTICIA I ZONA,0
SAMARIA I ZONA,0
SAMARIA II ZONA,0
SAN PEDRO PINTUYACU,0
NUEVO EGIPTO,0
23 DE FEBRERO,0
YAHUMA CALLARU (2 DE MAYO),0
CREACION 2000,0
HORTENCIA COCHA,0
11 DE AGOSTO,0
SANTA ANA I ZONA,0
PIURA,0
24 DE OCTUBRE,0
SAN JUAN DE PINTUYACU,0
EX PETROLEROS II ZONA,0
NUEVO TINAJAYO,0
EX PETROLERO I ZONA,0
PRIMERO DE MAYO,0
SANTA SILVIA,0
NUEVA PALESTINA,0
SHOROYACOCHA,0
BELLAVISTA CALLARU,0
5 DE DICIEMBRE,0
NAZARETH,0
ANGEL CARDENAS,0
BELLAVISTA,0
SANTA CLARA DE AGUA BLANCA,0
BELLA VISTA,0
LAS MALVINAS,0
SAN ALBERTO DE MORONA,0
5 DE JUNIO,0
YARANA,0
UNION INDIGENA,0
VILLA NUEVA COCHIQUINAS,0
SAN SALVADOR,0
SANTA CECILIA,0
PUERTO UNGURI,0
MUSAKANDASHI,0
NUEVA PUCUNA,0
SHOROYA VIEJO,0
LAS PALMERAS,0
VILLA SAN ESTEBAN,0
PANGUANA I ZONA,0
PUERTO ALEGRE II ZONA,0
TARSO,0
CENTRO INDUSTRIAL,0
TARAPOTO ISLA,0
PIHUICHO ISLA,0
VILLA NUEVA ALIANZA,0
VIEJO LIMON COCHA,0
3 DE OCTUBRE,0
NUEVO PARAISO,0
9 DE DICIEMBRE,0
SAN FRANCISCO DE MARICHIN,0
9 DE OCTUBRE,0
PUERTO KUWAIT,0
VILLA EL BUEN PASTOR,0
NUEVO SAN JOSE ALTO MANITI,0
SANTA ANA DE MUYUY II ZONA,0
SARGENTO LORES CAMOTE,0
PARANAQUIRO,0
SAN MIGUEL DE CACAO,0
SANTA RITA DE MOCHILA,0
ISLA DE FATIMA,0
PANGUANA II ZONA,0
SANTA ROSA DE CAÑO,0
VICTORIA,0
NUEVO REFORMA,0
SANTA ELENA DE IMASA,0
HUACACHINA,0
MISHANA,0
COPAL (COPALILLO),0
NUEVA CREACION,0
BARRANQUILLA,0
SAN SALVADOR II ZONA,0
RESACA PERUATE,0
LLANCHAMA,0
ALDEA,0
UNION PROGRESO,0
SAN PEDRO DE CACAO,0
ISLA DEL TIGRE,0
LOS DELFINES,0
MANCHURIA,0
TIMAREO I ZONA,0
